"Species","Year","results_code","area_code","year","season","period","species_code","species_id","index","stderr","stdev","upper_ci","lower_ci","LOESS_index"
"COEI",1985,"SCMP","Atlantic",1985,"breeding","all years","comeid",740,4566.19812292553,NA,796.915274763702,6499.110621273,3336.83915926917,4601.09770260044
"COEI",1986,"SCMP","Atlantic",1986,"breeding","all years","comeid",740,4895.9548115503,NA,830.339748379351,6883.25549389962,3601.73329143553,4930.10506156597
"COEI",1987,"SCMP","Atlantic",1987,"breeding","all years","comeid",740,5278.21701452843,NA,867.883051132866,7346.76788035916,3930.77832958817,5300.94504262499
"COEI",1988,"SCMP","Atlantic",1988,"breeding","all years","comeid",740,5742.7764161016,NA,910.757107163038,7912.61699628757,4296.13941764865,5756.52021522798
"COEI",1989,"SCMP","Atlantic",1989,"breeding","all years","comeid",740,6290.03311846209,NA,960.827368384369,8554.74139286411,4738.67642889548,6321.38670463646
"COEI",1990,"SCMP","Atlantic",1990,"breeding","all years","comeid",740,6914.43283492437,NA,1020.81476612743,9286.99623237456,5226.67940381321,6936.52636738416
"COEI",1991,"SCMP","Atlantic",1991,"breeding","all years","comeid",740,7654.42763346956,NA,1094.45492943266,10151.2100039491,5821.96847192194,7650.62027500602
"COEI",1992,"SCMP","Atlantic",1992,"breeding","all years","comeid",740,8491.32087695783,NA,1186.51515860803,11145.2119345285,6506.91486329875,8519.62459462936
"COEI",1993,"SCMP","Atlantic",1993,"breeding","all years","comeid",740,9442.65998610681,NA,1302.55577562433,12348.717622315,7270.74819614587,9445.83423927499
"COEI",1994,"SCMP","Atlantic",1994,"breeding","all years","comeid",740,10514.2261762422,NA,1448.36978388917,13771.7835768102,8119.82938111864,10487.3222784945
"COEI",1995,"SCMP","Atlantic",1995,"breeding","all years","comeid",740,11714.7796091615,NA,1629.14703088845,15379.1108037335,9012.43893539583,11724.6061651079
"COEI",1996,"SCMP","Atlantic",1996,"breeding","all years","comeid",740,13035.6864248162,NA,1848.52328049738,17220.693666011,9960.59578751981,13011.0672435246
"COEI",1997,"SCMP","Atlantic",1997,"breeding","all years","comeid",740,14457.1585072429,NA,2107.70630101651,19235.4024816048,10967.4664852928,14379.4434449803
"COEI",1998,"SCMP","Atlantic",1998,"breeding","all years","comeid",740,16006.7796715657,NA,2404.81119387742,21480.0896894476,12069.7234574856,15953.9800629278
"COEI",1999,"SCMP","Atlantic",1999,"breeding","all years","comeid",740,17671.8759984315,NA,2734.46189903871,23821.3735873242,13163.8966687017,17641.6912375055
"COEI",2000,"SCMP","Atlantic",2000,"breeding","all years","comeid",740,19393.6392062425,NA,3087.68983825068,26363.3752517283,14283.3582668243,19301.9854631099
"COEI",2001,"SCMP","Atlantic",2001,"breeding","all years","comeid",740,21165.0668400952,NA,3452.17640101397,28942.8260942261,15466.5823215612,20992.4226079858
"COEI",2002,"SCMP","Atlantic",2002,"breeding","all years","comeid",740,22927.3545790741,NA,3812.89770250101,31587.7498507684,16660.3999770108,22790.0266698159
"COEI",2003,"SCMP","Atlantic",2003,"breeding","all years","comeid",740,24653.7416280174,NA,4153.20628998659,33997.6490595274,17789.4381619851,24502.8839744513
"COEI",2004,"SCMP","Atlantic",2004,"breeding","all years","comeid",740,26305.5445622041,NA,4456.32331616225,36541.1061422462,18887.0788903129,26098.939094215
"COEI",2005,"SCMP","Atlantic",2005,"breeding","all years","comeid",740,27812.8031582612,NA,4707.13385186013,38653.5003175534,20063.7624316629,27646.7122917728
"COEI",2006,"SCMP","Atlantic",2006,"breeding","all years","comeid",740,29232.3557062084,NA,4894.10206973837,40344.3250949451,21104.2044470988,29050.6136967296
"COEI",2007,"SCMP","Atlantic",2007,"breeding","all years","comeid",740,30447.1598412023,NA,5011.07358278479,41765.1003943562,22091.675889055,30201.122693876
"COEI",2008,"SCMP","Atlantic",2008,"breeding","all years","comeid",740,31436.1920695047,NA,5058.71929542158,42592.8010801497,22943.5339162754,31125.4972661771
"COEI",2009,"SCMP","Atlantic",2009,"breeding","all years","comeid",740,32214.1009870079,NA,5045.39028787647,43388.0961012982,23675.5350528803,31938.7695362667
"COEI",2010,"SCMP","Atlantic",2010,"breeding","all years","comeid",740,32719.0760263262,NA,4987.16901514571,43632.1984281045,24221.2939995069,32602.288967232
"COEI",2011,"SCMP","Atlantic",2011,"breeding","all years","comeid",740,33011.3185607603,NA,4906.88846558979,43815.2856746774,24630.3273027792,33029.0173353404
"COEI",2012,"SCMP","Atlantic",2012,"breeding","all years","comeid",740,33064.7256434506,NA,4831.86611854708,43910.6848954814,24963.941372872,33281.2392979054
"COEI",2013,"SCMP","Atlantic",2013,"breeding","all years","comeid",740,32923.8368433934,NA,4790.21029035633,44246.9131569024,24999.1024009437,33427.0638260428
"COEI",2014,"SCMP","Atlantic",2014,"breeding","all years","comeid",740,32734.9833047275,NA,4806.06795412818,44270.1810352919,24935.4303501747,33437.8764968209
"COEI",2015,"SCMP","Atlantic",2015,"breeding","all years","comeid",740,32363.7114092398,NA,4895.12501084413,44267.3235942142,24531.3829009692,33260.126744545
"COEI",2016,"SCMP","Atlantic",2016,"breeding","all years","comeid",740,31949.6793852715,NA,5062.29455158032,44292.6319985859,24018.2159818681,32928.8693790703
"COEI",2017,"SCMP","Atlantic",2017,"breeding","all years","comeid",740,31407.2245747472,NA,5302.75383514909,44340.7085604772,23400.2273691564,32448.5019582243
"COEI",2018,"SCMP","Atlantic",2018,"breeding","all years","comeid",740,30853.522041341,NA,5605.59327654793,44880.6178593961,22735.8493669987,31810.8724496311
"COEI",2019,"SCMP","Atlantic",2019,"breeding","all years","comeid",740,30406.6948952314,NA,5958.10719917694,45605.7594633247,21915.3321874866,31034.4485204419
"COEI",2020,"SCMP","Atlantic",2020,"breeding","all years","comeid",740,30080.3578975914,NA,6349.13127212446,46223.6019917752,21230.4867895165,30143.5545744406
"COEI",2021,"SCMP","Atlantic",2021,"breeding","all years","comeid",740,29775.57411637,NA,6770.9559105375,47439.3623088431,20572.8230379315,29146.7080120318
"COEI",2022,"SCMP","Atlantic",2022,"breeding","all years","comeid",740,29542.6278266332,NA,7220.1363508734,48725.5771419941,19933.0826415921,28041.7988762115
"COEI",1989,"SCMP","Atlantic",1989,"breeding","3Gen-Recent","comeid",740,6290.03311846209,NA,960.827368384369,8554.74139286411,4738.67642889548,6321.38670463646
"COEI",1990,"SCMP","Atlantic",1990,"breeding","3Gen-Recent","comeid",740,6914.43283492437,NA,1020.81476612743,9286.99623237456,5226.67940381321,6936.52636738416
"COEI",1991,"SCMP","Atlantic",1991,"breeding","3Gen-Recent","comeid",740,7654.42763346956,NA,1094.45492943266,10151.2100039491,5821.96847192194,7650.62027500602
"COEI",1992,"SCMP","Atlantic",1992,"breeding","3Gen-Recent","comeid",740,8491.32087695783,NA,1186.51515860803,11145.2119345285,6506.91486329875,8519.62459462936
"COEI",1993,"SCMP","Atlantic",1993,"breeding","3Gen-Recent","comeid",740,9442.65998610681,NA,1302.55577562433,12348.717622315,7270.74819614587,9445.83423927499
"COEI",1994,"SCMP","Atlantic",1994,"breeding","3Gen-Recent","comeid",740,10514.2261762422,NA,1448.36978388917,13771.7835768102,8119.82938111864,10487.3222784945
"COEI",1995,"SCMP","Atlantic",1995,"breeding","3Gen-Recent","comeid",740,11714.7796091615,NA,1629.14703088845,15379.1108037335,9012.43893539583,11724.6061651079
"COEI",1996,"SCMP","Atlantic",1996,"breeding","3Gen-Recent","comeid",740,13035.6864248162,NA,1848.52328049738,17220.693666011,9960.59578751981,13011.0672435246
"COEI",1997,"SCMP","Atlantic",1997,"breeding","3Gen-Recent","comeid",740,14457.1585072429,NA,2107.70630101651,19235.4024816048,10967.4664852928,14379.4434449803
"COEI",1998,"SCMP","Atlantic",1998,"breeding","3Gen-Recent","comeid",740,16006.7796715657,NA,2404.81119387742,21480.0896894476,12069.7234574856,15953.9800629278
"COEI",1999,"SCMP","Atlantic",1999,"breeding","3Gen-Recent","comeid",740,17671.8759984315,NA,2734.46189903871,23821.3735873242,13163.8966687017,17641.6912375055
"COEI",2000,"SCMP","Atlantic",2000,"breeding","3Gen-Recent","comeid",740,19393.6392062425,NA,3087.68983825068,26363.3752517283,14283.3582668243,19301.9854631099
"COEI",2001,"SCMP","Atlantic",2001,"breeding","3Gen-Recent","comeid",740,21165.0668400952,NA,3452.17640101397,28942.8260942261,15466.5823215612,20992.4226079858
"COEI",2002,"SCMP","Atlantic",2002,"breeding","3Gen-Recent","comeid",740,22927.3545790741,NA,3812.89770250101,31587.7498507684,16660.3999770108,22790.0266698159
"COEI",2003,"SCMP","Atlantic",2003,"breeding","3Gen-Recent","comeid",740,24653.7416280174,NA,4153.20628998659,33997.6490595274,17789.4381619851,24502.8839744513
"COEI",2004,"SCMP","Atlantic",2004,"breeding","3Gen-Recent","comeid",740,26305.5445622041,NA,4456.32331616225,36541.1061422462,18887.0788903129,26098.939094215
"COEI",2005,"SCMP","Atlantic",2005,"breeding","3Gen-Recent","comeid",740,27812.8031582612,NA,4707.13385186013,38653.5003175534,20063.7624316629,27646.7122917728
"COEI",2006,"SCMP","Atlantic",2006,"breeding","3Gen-Recent","comeid",740,29232.3557062084,NA,4894.10206973837,40344.3250949451,21104.2044470988,29050.6136967296
"COEI",2007,"SCMP","Atlantic",2007,"breeding","3Gen-Recent","comeid",740,30447.1598412023,NA,5011.07358278479,41765.1003943562,22091.675889055,30201.122693876
"COEI",2008,"SCMP","Atlantic",2008,"breeding","3Gen-Recent","comeid",740,31436.1920695047,NA,5058.71929542158,42592.8010801497,22943.5339162754,31125.4972661771
"COEI",2009,"SCMP","Atlantic",2009,"breeding","3Gen-Recent","comeid",740,32214.1009870079,NA,5045.39028787647,43388.0961012982,23675.5350528803,31938.7695362667
"COEI",2010,"SCMP","Atlantic",2010,"breeding","3Gen-Recent","comeid",740,32719.0760263262,NA,4987.16901514571,43632.1984281045,24221.2939995069,32602.288967232
"COEI",2011,"SCMP","Atlantic",2011,"breeding","3Gen-Recent","comeid",740,33011.3185607603,NA,4906.88846558979,43815.2856746774,24630.3273027792,33029.0173353404
"COEI",2012,"SCMP","Atlantic",2012,"breeding","3Gen-Recent","comeid",740,33064.7256434506,NA,4831.86611854708,43910.6848954814,24963.941372872,33281.2392979054
"COEI",2013,"SCMP","Atlantic",2013,"breeding","3Gen-Recent","comeid",740,32923.8368433934,NA,4790.21029035633,44246.9131569024,24999.1024009437,33427.0638260428
"COEI",2014,"SCMP","Atlantic",2014,"breeding","3Gen-Recent","comeid",740,32734.9833047275,NA,4806.06795412818,44270.1810352919,24935.4303501747,33437.8764968209
"COEI",2015,"SCMP","Atlantic",2015,"breeding","3Gen-Recent","comeid",740,32363.7114092398,NA,4895.12501084413,44267.3235942142,24531.3829009692,33260.126744545
"COEI",2016,"SCMP","Atlantic",2016,"breeding","3Gen-Recent","comeid",740,31949.6793852715,NA,5062.29455158032,44292.6319985859,24018.2159818681,32928.8693790703
"COEI",2017,"SCMP","Atlantic",2017,"breeding","3Gen-Recent","comeid",740,31407.2245747472,NA,5302.75383514909,44340.7085604772,23400.2273691564,32448.5019582243
"COEI",2018,"SCMP","Atlantic",2018,"breeding","3Gen-Recent","comeid",740,30853.522041341,NA,5605.59327654793,44880.6178593961,22735.8493669987,31810.8724496311
"COEI",2019,"SCMP","Atlantic",2019,"breeding","3Gen-Recent","comeid",740,30406.6948952314,NA,5958.10719917694,45605.7594633247,21915.3321874866,31034.4485204419
"COEI",2020,"SCMP","Atlantic",2020,"breeding","3Gen-Recent","comeid",740,30080.3578975914,NA,6349.13127212446,46223.6019917752,21230.4867895165,30143.5545744406
"COEI",2021,"SCMP","Atlantic",2021,"breeding","3Gen-Recent","comeid",740,29775.57411637,NA,6770.9559105375,47439.3623088431,20572.8230379315,29146.7080120318
"COEI",2022,"SCMP","Atlantic",2022,"breeding","3Gen-Recent","comeid",740,29542.6278266332,NA,7220.1363508734,48725.5771419941,19933.0826415921,28041.7988762115
"COEI",2012,"SCMP","Atlantic",2012,"breeding","10-years","comeid",740,33064.7256434506,NA,4831.86611854708,43910.6848954814,24963.941372872,33281.2392979054
"COEI",2013,"SCMP","Atlantic",2013,"breeding","10-years","comeid",740,32923.8368433934,NA,4790.21029035633,44246.9131569024,24999.1024009437,33427.0638260428
"COEI",2014,"SCMP","Atlantic",2014,"breeding","10-years","comeid",740,32734.9833047275,NA,4806.06795412818,44270.1810352919,24935.4303501747,33437.8764968209
"COEI",2015,"SCMP","Atlantic",2015,"breeding","10-years","comeid",740,32363.7114092398,NA,4895.12501084413,44267.3235942142,24531.3829009692,33260.126744545
"COEI",2016,"SCMP","Atlantic",2016,"breeding","10-years","comeid",740,31949.6793852715,NA,5062.29455158032,44292.6319985859,24018.2159818681,32928.8693790703
"COEI",2017,"SCMP","Atlantic",2017,"breeding","10-years","comeid",740,31407.2245747472,NA,5302.75383514909,44340.7085604772,23400.2273691564,32448.5019582243
"COEI",2018,"SCMP","Atlantic",2018,"breeding","10-years","comeid",740,30853.522041341,NA,5605.59327654793,44880.6178593961,22735.8493669987,31810.8724496311
"COEI",2019,"SCMP","Atlantic",2019,"breeding","10-years","comeid",740,30406.6948952314,NA,5958.10719917694,45605.7594633247,21915.3321874866,31034.4485204419
"COEI",2020,"SCMP","Atlantic",2020,"breeding","10-years","comeid",740,30080.3578975914,NA,6349.13127212446,46223.6019917752,21230.4867895165,30143.5545744406
"COEI",2021,"SCMP","Atlantic",2021,"breeding","10-years","comeid",740,29775.57411637,NA,6770.9559105375,47439.3623088431,20572.8230379315,29146.7080120318
"COEI",2022,"SCMP","Atlantic",2022,"breeding","10-years","comeid",740,29542.6278266332,NA,7220.1363508734,48725.5771419941,19933.0826415921,28041.7988762115
"COMU",1972,"SCMP","Atlantic",1972,"breeding","all years","commur",5730,979493.062651656,NA,278026.377562679,1521839.89371275,692877.499992494,970214.522909056
"COMU",1973,"SCMP","Atlantic",1973,"breeding","all years","commur",5730,967469.048128921,NA,181951.944003682,1372953.82866966,710212.566649285,967624.705723868
"COMU",1974,"SCMP","Atlantic",1974,"breeding","all years","commur",5730,962573.691403434,NA,143610.196210774,1291241.79883508,733230.34180323,966579.416227208
"COMU",1975,"SCMP","Atlantic",1975,"breeding","all years","commur",5730,962648.077081901,NA,129228.797964696,1258529.82830005,746644.881859937,967206.393158855
"COMU",1976,"SCMP","Atlantic",1976,"breeding","all years","commur",5730,963661.51198397,NA,127516.597351363,1257584.96316947,745646.278921691,969265.512392481
"COMU",1977,"SCMP","Atlantic",1977,"breeding","all years","commur",5730,966580.586056259,NA,133437.763439122,1268508.32529916,744257.994151491,972914.689989908
"COMU",1978,"SCMP","Atlantic",1978,"breeding","all years","commur",5730,974496.260663706,NA,143640.128023153,1312301.84447627,738505.574632654,978160.139480287
"COMU",1979,"SCMP","Atlantic",1979,"breeding","all years","commur",5730,984697.996822996,NA,155709.417291463,1346364.54875908,736793.918073524,984552.006462142
"COMU",1980,"SCMP","Atlantic",1980,"breeding","all years","commur",5730,990887.429621636,NA,168002.729009121,1389511.9652289,737735.450061985,993301.065386424
"COMU",1981,"SCMP","Atlantic",1981,"breeding","all years","commur",5730,1004540.63810385,NA,179465.033313006,1439129.9851182,735848.524209147,1003372.15462194
"COMU",1982,"SCMP","Atlantic",1982,"breeding","all years","commur",5730,1015142.95789249,NA,189468.874708119,1482845.15422349,732774.564165555,1014604.97638248
"COMU",1983,"SCMP","Atlantic",1983,"breeding","all years","commur",5730,1027377.59174431,NA,197706.400562845,1516021.04837541,733952.959888753,1027591.15421379
"COMU",1984,"SCMP","Atlantic",1984,"breeding","all years","commur",5730,1039068.98117431,NA,204117.013642457,1540534.17897009,744259.189329963,1039465.38331014
"COMU",1985,"SCMP","Atlantic",1985,"breeding","all years","commur",5730,1051280.44923939,NA,208825.707027592,1565052.35543663,749988.27406869,1051161.53781601
"COMU",1986,"SCMP","Atlantic",1986,"breeding","all years","commur",5730,1063599.12111977,NA,212075.654835976,1572527.01992701,754012.520413009,1062339.69703566
"COMU",1987,"SCMP","Atlantic",1987,"breeding","all years","commur",5730,1073146.96391124,NA,214152.768535531,1591409.86372742,758224.50634145,1071429.38783324
"COMU",1988,"SCMP","Atlantic",1988,"breeding","all years","commur",5730,1082233.47000099,NA,215314.126875292,1599330.85120796,764876.790211305,1079867.61987278
"COMU",1989,"SCMP","Atlantic",1989,"breeding","all years","commur",5730,1089718.77658073,NA,215739.625765044,1613543.38359502,767447.207660381,1087170.273483
"COMU",1990,"SCMP","Atlantic",1990,"breeding","all years","commur",5730,1093568.33478545,NA,215521.276376098,1621097.50188621,776067.67260197,1092843.48908046
"COMU",1991,"SCMP","Atlantic",1991,"breeding","all years","commur",5730,1097881.51791066,NA,214689.017070697,1626311.34382833,782299.806933365,1096356.20967749
"COMU",1992,"SCMP","Atlantic",1992,"breeding","all years","commur",5730,1098167.11392023,NA,213255.37333293,1640437.12792387,783837.39550405,1098181.01311989
"COMU",1993,"SCMP","Atlantic",1993,"breeding","all years","commur",5730,1098601.51990753,NA,211254.097459448,1639218.16290115,787564.105977377,1099337.09529785
"COMU",1994,"SCMP","Atlantic",1994,"breeding","all years","commur",5730,1097875.18296577,NA,208753.336075766,1619517.00111,788861.15112754,1098993.09640101
"COMU",1995,"SCMP","Atlantic",1995,"breeding","all years","commur",5730,1098251.78945863,NA,205837.652507423,1614315.41494583,793695.607785511,1097855.34547958
"COMU",1996,"SCMP","Atlantic",1996,"breeding","all years","commur",5730,1096574.13938741,NA,202568.18420756,1581012.0904725,795853.051544062,1096303.51296128
"COMU",1997,"SCMP","Atlantic",1997,"breeding","all years","commur",5730,1095354.75484969,NA,198940.261480095,1573734.03984061,799188.8366808,1093640.66607347
"COMU",1998,"SCMP","Atlantic",1998,"breeding","all years","commur",5730,1091056.29464558,NA,194859.700025587,1561737.70809166,802237.505557227,1091571.94049417
"COMU",1999,"SCMP","Atlantic",1999,"breeding","all years","commur",5730,1090138.43590273,NA,190152.979887657,1550327.62149433,806692.725927661,1089133.68177261
"COMU",2000,"SCMP","Atlantic",2000,"breeding","all years","commur",5730,1086686.41789188,NA,184616.495669348,1530097.92308325,808687.18328929,1087005.83423827
"COMU",2001,"SCMP","Atlantic",2001,"breeding","all years","commur",5730,1083885.18429667,NA,178101.955976797,1497575.6963687,816695.1321336,1086206.62865802
"COMU",2002,"SCMP","Atlantic",2002,"breeding","all years","commur",5730,1086008.81553245,NA,170633.760604787,1489230.7282057,816901.560220512,1085813.59271511
"COMU",2003,"SCMP","Atlantic",2003,"breeding","all years","commur",5730,1084236.20139881,NA,162560.386485435,1471371.07053841,825557.817083571,1087058.25226188
"COMU",2004,"SCMP","Atlantic",2004,"breeding","all years","commur",5730,1086244.12185565,NA,154747.608789399,1454634.42324151,832378.954917752,1089885.2056492
"COMU",2005,"SCMP","Atlantic",2005,"breeding","all years","commur",5730,1089302.68098629,NA,148799.782240109,1450014.47655706,843162.15587154,1093862.7028156
"COMU",2006,"SCMP","Atlantic",2006,"breeding","all years","commur",5730,1092896.71959055,NA,147188.941221726,1450904.6230023,849576.113663455,1099273.65145744
"COMU",2007,"SCMP","Atlantic",2007,"breeding","all years","commur",5730,1101801.30301541,NA,152981.656706358,1453109.10340731,853496.416968936,1105964.90692344
"COMU",2008,"SCMP","Atlantic",2008,"breeding","all years","commur",5730,1112929.09851209,NA,168963.023225026,1510523.81214171,842314.742147215,1113963.7255845
"COMU",2009,"SCMP","Atlantic",2009,"breeding","all years","commur",5730,1133029.54043673,NA,196791.864640515,1580569.18794725,815638.812333935,1123302.11087764
"COMU",1999,"SCMP","Atlantic",1999,"breeding","10-years","commur",5730,1090138.43590273,NA,190152.979887657,1550327.62149433,806692.725927661,1089133.68177261
"COMU",2000,"SCMP","Atlantic",2000,"breeding","10-years","commur",5730,1086686.41789188,NA,184616.495669348,1530097.92308325,808687.18328929,1087005.83423827
"COMU",2001,"SCMP","Atlantic",2001,"breeding","10-years","commur",5730,1083885.18429667,NA,178101.955976797,1497575.6963687,816695.1321336,1086206.62865802
"COMU",2002,"SCMP","Atlantic",2002,"breeding","10-years","commur",5730,1086008.81553245,NA,170633.760604787,1489230.7282057,816901.560220512,1085813.59271511
"COMU",2003,"SCMP","Atlantic",2003,"breeding","10-years","commur",5730,1084236.20139881,NA,162560.386485435,1471371.07053841,825557.817083571,1087058.25226188
"COMU",2004,"SCMP","Atlantic",2004,"breeding","10-years","commur",5730,1086244.12185565,NA,154747.608789399,1454634.42324151,832378.954917752,1089885.2056492
"COMU",2005,"SCMP","Atlantic",2005,"breeding","10-years","commur",5730,1089302.68098629,NA,148799.782240109,1450014.47655706,843162.15587154,1093862.7028156
"COMU",2006,"SCMP","Atlantic",2006,"breeding","10-years","commur",5730,1092896.71959055,NA,147188.941221726,1450904.6230023,849576.113663455,1099273.65145744
"COMU",2007,"SCMP","Atlantic",2007,"breeding","10-years","commur",5730,1101801.30301541,NA,152981.656706358,1453109.10340731,853496.416968936,1105964.90692344
"COMU",2008,"SCMP","Atlantic",2008,"breeding","10-years","commur",5730,1112929.09851209,NA,168963.023225026,1510523.81214171,842314.742147215,1113963.7255845
"COMU",2009,"SCMP","Atlantic",2009,"breeding","10-years","commur",5730,1133029.54043673,NA,196791.864640515,1580569.18794725,815638.812333935,1123302.11087764
"COTE",1980,"SCMP","Atlantic",1980,"breeding","all years","comter",5570,25077.5096321799,NA,3689.63856484855,33955.9723427092,19520.1210494975,25036.7912837317
"COTE",1981,"SCMP","Atlantic",1981,"breeding","all years","comter",5570,25448.542723477,NA,3791.26300132945,34796.3805578806,19904.8740368921,25426.3571800159
"COTE",1982,"SCMP","Atlantic",1982,"breeding","all years","comter",5570,25790.9947683217,NA,3896.35718499521,35607.2120732085,20139.7745934052,25829.1900566267
"COTE",1983,"SCMP","Atlantic",1983,"breeding","all years","comter",5570,26208.2529510899,NA,3992.71642654306,36297.3274719613,20506.8801675149,26246.3475632006
"COTE",1984,"SCMP","Atlantic",1984,"breeding","all years","comter",5570,26645.0800532688,NA,4070.90056757668,36988.6438308698,20880.4014215966,26677.1394779396
"COTE",1985,"SCMP","Atlantic",1985,"breeding","all years","comter",5570,27094.2772128609,NA,4124.08264713807,37402.9510438676,21324.4791545301,27122.8311593359
"COTE",1986,"SCMP","Atlantic",1986,"breeding","all years","comter",5570,27583.5251417065,NA,4147.85899423517,38060.2629942862,21802.6697016165,27583.8621311807
"COTE",1987,"SCMP","Atlantic",1987,"breeding","all years","comter",5570,28067.4056293854,NA,4140.05097922949,38588.2841030873,22272.3865120023,28058.2491370872
"COTE",1988,"SCMP","Atlantic",1988,"breeding","all years","comter",5570,28556.8502992221,NA,4100.50032991772,39074.5442373434,22772.1002873832,28553.2632340101
"COTE",1989,"SCMP","Atlantic",1989,"breeding","all years","comter",5570,29046.0093179315,NA,4030.85458894264,39142.7205155077,23380.2734796018,29063.2377771663
"COTE",1990,"SCMP","Atlantic",1990,"breeding","all years","comter",5570,29566.46243659,NA,3934.34210763257,39449.7582467272,23950.1815604263,29591.9205459513
"COTE",1991,"SCMP","Atlantic",1991,"breeding","all years","comter",5570,30116.4739837395,NA,3815.53784813173,39478.3024384014,24573.1319315489,30141.4669950846
"COTE",1992,"SCMP","Atlantic",1992,"breeding","all years","comter",5570,30680.6419976086,NA,3680.11787559806,39757.6371727908,25170.8153418395,30685.8044101297
"COTE",1993,"SCMP","Atlantic",1993,"breeding","all years","comter",5570,31241.0489531692,NA,3534.59079872012,39763.7757039341,25831.4188365897,31242.6274208316
"COTE",1994,"SCMP","Atlantic",1994,"breeding","all years","comter",5570,31786.6989069274,NA,3385.98061564577,39733.6819923111,26448.4764601279,31797.8340409321
"COTE",1995,"SCMP","Atlantic",1995,"breeding","all years","comter",5570,32356.0671030576,NA,3241.42353862472,39888.8582666379,27047.2083926832,32332.2347553133
"COTE",1996,"SCMP","Atlantic",1996,"breeding","all years","comter",5570,32911.5584137894,NA,3107.64309332929,39956.476174195,27624.9722997432,32868.0957713309
"COTE",1997,"SCMP","Atlantic",1997,"breeding","all years","comter",5570,33442.5925660818,NA,2990.29912329261,40060.8789989053,28305.7686875981,33388.9024011128
"COTE",1998,"SCMP","Atlantic",1998,"breeding","all years","comter",5570,33884.0402842453,NA,2893.27726702871,40232.2784045311,28792.356813069,33877.1341164389
"COTE",1999,"SCMP","Atlantic",1999,"breeding","all years","comter",5570,34324.866422796,NA,2818.07876418892,40557.6430679417,29367.0215923988,34326.9112936605
"COTE",2000,"SCMP","Atlantic",2000,"breeding","all years","comter",5570,34778.1379436559,NA,2763.52803401276,40721.0262426462,29897.5019542957,34748.8574322879
"COTE",2001,"SCMP","Atlantic",2001,"breeding","all years","comter",5570,35158.1133417156,NA,2725.9692541714,40999.2043984956,30336.4575136943,35149.8575764089
"COTE",2002,"SCMP","Atlantic",2002,"breeding","all years","comter",5570,35526.8649368387,NA,2699.96861590592,41348.5364931252,30723.7296557611,35512.1947065612
"COTE",2003,"SCMP","Atlantic",2003,"breeding","all years","comter",5570,35857.7826605776,NA,2679.36737324128,41673.8119999396,31109.2981204947,35852.8850582836
"COTE",2004,"SCMP","Atlantic",2004,"breeding","all years","comter",5570,36169.4699220551,NA,2658.45339910257,41914.3920142956,31544.1693684612,36174.8078198488
"COTE",2005,"SCMP","Atlantic",2005,"breeding","all years","comter",5570,36486.066049756,NA,2633.06325283114,42100.3426389057,31820.3532397499,36465.2613207678
"COTE",2006,"SCMP","Atlantic",2006,"breeding","all years","comter",5570,36762.467758457,NA,2601.53048360617,42351.1365777052,32234.8677724033,36762.402418052
"COTE",2007,"SCMP","Atlantic",2007,"breeding","all years","comter",5570,37044.3471036208,NA,2565.47995984287,42550.8503931666,32493.3110328144,37043.5434627768
"COTE",2008,"SCMP","Atlantic",2008,"breeding","all years","comter",5570,37317.5505300941,NA,2530.4843444857,42775.5952808766,32786.915870869,37324.6588267503
"COTE",2009,"SCMP","Atlantic",2009,"breeding","all years","comter",5570,37620.5722232373,NA,2506.52222055867,42875.3206014475,33103.8097354802,37632.028804262
"COTE",2010,"SCMP","Atlantic",2010,"breeding","all years","comter",5570,37906.0610974197,NA,2507.99883764516,43275.4887616078,33389.8402038027,37942.9837092918
"COTE",2011,"SCMP","Atlantic",2011,"breeding","all years","comter",5570,38229.9096736171,NA,2552.88767131201,43713.1890511564,33632.5930558536,38283.3173856865
"COTE",2012,"SCMP","Atlantic",2012,"breeding","all years","comter",5570,38579.5820838883,NA,2660.62147801129,44219.5979277458,33787.258623493,38652.4515712226
"COTE",2013,"SCMP","Atlantic",2013,"breeding","all years","comter",5570,38937.5189006815,NA,2849.09009855335,44958.281900582,33865.9575778263,39041.7189302667
"COTE",2014,"SCMP","Atlantic",2014,"breeding","all years","comter",5570,39320.7482456808,NA,3132.17735026302,46017.7059417415,33735.5298552048,39457.4131399391
"COTE",2015,"SCMP","Atlantic",2015,"breeding","all years","comter",5570,39803.9011530877,NA,3519.34806257361,47537.2662481808,33704.8377767833,39896.5721377641
"COTE",2016,"SCMP","Atlantic",2016,"breeding","all years","comter",5570,40377.3238488104,NA,4017.35544646706,49380.5793822847,33624.0420138915,40359.9832508113
"COTE",2017,"SCMP","Atlantic",2017,"breeding","all years","comter",5570,41031.1859252951,NA,4632.78015933799,51576.7030047851,33460.9212507705,40848.4814132543
"COTE",1987,"SCMP","Atlantic",1987,"breeding","3Gen-Recent","comter",5570,28067.4056293854,NA,4140.05097922949,38588.2841030873,22272.3865120023,28058.2491370872
"COTE",1988,"SCMP","Atlantic",1988,"breeding","3Gen-Recent","comter",5570,28556.8502992221,NA,4100.50032991772,39074.5442373434,22772.1002873832,28553.2632340101
"COTE",1989,"SCMP","Atlantic",1989,"breeding","3Gen-Recent","comter",5570,29046.0093179315,NA,4030.85458894264,39142.7205155077,23380.2734796018,29063.2377771663
